filename,title,category,source_url,description,v2_verified,library_count,libraries,code_hash,file_size,line_count
Array_Advanced_14_ZipObject.ahk,Array Advanced 14 ZipObject,Uncategorized,,,True,0,,2cc9046bfc1e819a,1013,43
Array_Advanced_15_FromPairs.ahk,Array Advanced 15 FromPairs,Uncategorized,,,True,0,,b050d4faf71f118a,916,40
Array_Advanced_16_SortedUniq.ahk,Array Advanced 16 SortedUniq,Uncategorized,,,True,0,,09a490b2a0ec6be4,1051,48
Array_Advanced_17_LastIndexOf.ahk,Array Advanced 17 LastIndexOf,Uncategorized,,,True,0,,70cd41be5cdaa442,1035,48
Array_Advanced_18_Complete_Example.ahk,Array Advanced 18 Complete Example,Uncategorized,,,True,0,,b35cef0cfff794ec,2083,96
Array_Standalone_01_Chunk.ahk,Array Standalone 01 Chunk,Uncategorized,,,True,0,,5fcb8ee50ef15e4b,893,41
Array_Standalone_02_Compact.ahk,Array Standalone 02 Compact,Uncategorized,,,True,0,,f1d52a8a480783ee,671,31
Array_Standalone_03_DepthOf.ahk,Array Standalone 03 DepthOf,Uncategorized,,,True,0,,ff3499347962937a,912,43
Array_Standalone_04_Difference.ahk,Array Standalone 04 Difference,Uncategorized,,,True,0,,d8e7c8b18d31a7c7,805,37
Array_Standalone_05_Drop.ahk,Array Standalone 05 Drop,Uncategorized,,,True,0,,835ebeb044b4a987,790,40
Array_Standalone_06_DropRight.ahk,Array Standalone 06 DropRight,Uncategorized,,,True,0,,0d93a1ab4433e594,819,40
Array_Standalone_07_Fill.ahk,Array Standalone 07 Fill,Uncategorized,,,True,0,,c9452076c11ab521,774,37
Array_Standalone_08_Flatten.ahk,Array Standalone 08 Flatten,Uncategorized,,,True,0,,fc9a703f9fade86d,776,36
Array_Standalone_09_FlattenDeep.ahk,Array Standalone 09 FlattenDeep,Uncategorized,,,True,0,,ac47ef1ba06f24ae,906,41
Array_Standalone_10_FlattenDepth.ahk,Array Standalone 10 FlattenDepth,Uncategorized,,,True,0,,b393cc0f8a5cc56a,934,41
Array_Standalone_11_FromPairs.ahk,Array Standalone 11 FromPairs,Uncategorized,,,True,0,,817d04c43f634683,536,29
Array_Standalone_12_Head.ahk,Array Standalone 12 Head,Uncategorized,,,True,0,,bbcdb62335fa4947,493,30
Array_Standalone_13_IndexOf.ahk,Array Standalone 13 IndexOf,Uncategorized,,,True,0,,d934aa200e2b83f0,746,35
Array_Standalone_14_Initial.ahk,Array Standalone 14 Initial,Uncategorized,,,True,0,,dbba4a123a72cd5e,547,29
Array_Standalone_15_Intersection.ahk,Array Standalone 15 Intersection,Uncategorized,,,True,0,,e7009376f4101881,1474,63
Array_Standalone_16_Join.ahk,Array Standalone 16 Join,Uncategorized,,,True,0,,33cc59ab20431373,689,36
Array_Standalone_17_Last.ahk,Array Standalone 17 Last,Uncategorized,,,True,0,,88593d39760758aa,504,30
Array_Standalone_18_LastIndexOf.ahk,Array Standalone 18 LastIndexOf,Uncategorized,,,True,0,,11038f5f7116ed6a,858,39
Array_Standalone_19_Nth.ahk,Array Standalone 19 Nth,Uncategorized,,,True,0,,0abb73c2ece61cfc,818,42
Array_Standalone_20_Reverse.ahk,Array Standalone 20 Reverse,Uncategorized,,,True,0,,6b1cbc8f43aaa7a1,574,29
Array_Standalone_21_Slice.ahk,Array Standalone 21 Slice,Uncategorized,,,True,0,,9bb7a039d748b0e2,789,40
Array_Standalone_22_SortedIndex.ahk,Array Standalone 22 SortedIndex,Uncategorized,,,True,0,,406d5b5748cc9171,873,42
Array_Standalone_23_SortedUniq.ahk,Array Standalone 23 SortedUniq,Uncategorized,,,True,0,,82a3c4b5d7f3b3d6,681,33
Array_Standalone_24_Tail.ahk,Array Standalone 24 Tail,Uncategorized,,,True,0,,be105333bb5ee97d,535,29
Array_Standalone_25_Take.ahk,Array Standalone 25 Take,Uncategorized,,,True,0,,73c30ae86a5d6ca0,733,39
Array_Standalone_26_TakeRight.ahk,Array Standalone 26 TakeRight,Uncategorized,,,True,0,,c45aa5ec89104278,835,40
Array_Standalone_27_Union.ahk,Array Standalone 27 Union,Uncategorized,,,True,0,,33a144ca7b7af7f5,640,32
Array_Standalone_28_Uniq.ahk,Array Standalone 28 Uniq,Uncategorized,,,True,0,,515d8482bd4ecf0a,596,31
Array_Standalone_29_Unzip.ahk,Array Standalone 29 Unzip,Uncategorized,,,True,0,,44748871c3aaa563,1029,48
Array_Standalone_30_Without.ahk,Array Standalone 30 Without,Uncategorized,,,True,0,,01dbecf3dcfc5c66,675,34
Array_Standalone_31_Zip.ahk,Array Standalone 31 Zip,Uncategorized,,,True,0,,1b42c215dd2eb2f3,952,47
Array_Standalone_32_ZipObject.ahk,Array Standalone 32 ZipObject,Uncategorized,,,True,0,,ac65a35dccbd963d,567,27
Base64_Examples.ahk,Base64 Examples,Uncategorized,,,True,0,,c7752884dfbb91c9,7964,293
BuiltIn_A_Variables_01_SystemInfo.ahk,BuiltIn A Variables 01 SystemInfo,Uncategorized,,,True,0,,396dee344c97c800,14258,490
BuiltIn_A_Variables_02_ScriptInfo.ahk,BuiltIn A Variables 02 ScriptInfo,Uncategorized,,,True,0,,6ce8dc73e2e27e6a,12394,426
BuiltIn_A_Variables_03_TimeDate.ahk,BuiltIn A Variables 03 TimeDate,Uncategorized,,,True,0,,87d0c5b5d2a18b3f,12352,426
BuiltIn_Abs_01_BasicUsage.ahk,BuiltIn Abs 01 BasicUsage,Uncategorized,,,True,0,,c802f5bff969afdb,9506,326
BuiltIn_Abs_02_MathOperations.ahk,BuiltIn Abs 02 MathOperations,Uncategorized,,,True,0,,dc4adfa600a8b42c,11687,429
BuiltIn_Abs_03_DataProcessing.ahk,BuiltIn Abs 03 DataProcessing,Uncategorized,,,True,0,,f710da07128cdf15,18616,629
BuiltIn_Array_InsertAt_01_BasicUsage.ahk,BuiltIn Array InsertAt 01 BasicUsage,Uncategorized,,,True,0,,5e8d49a9155d92fc,12176,414
BuiltIn_Array_InsertAt_02_Sorting.ahk,BuiltIn Array InsertAt 02 Sorting,Uncategorized,,,True,0,,ba887790a1bd8194,8144,318
BuiltIn_Array_InsertAt_03_ListManagement.ahk,BuiltIn Array InsertAt 03 ListManagement,Uncategorized,,,True,0,,7169eec9001b7e87,8695,327
BuiltIn_Array_InsertAt_04_DataStructures.ahk,BuiltIn Array InsertAt 04 DataStructures,Uncategorized,,,True,0,,8cc58ca440573d55,8600,370
BuiltIn_Array_Pop_01_BasicUsage.ahk,BuiltIn Array Pop 01 BasicUsage,Uncategorized,,,True,0,,27181e4d70524370,12354,397
BuiltIn_Array_Pop_02_LIFO.ahk,BuiltIn Array Pop 02 LIFO,Uncategorized,,,True,0,,9a90ab823bd10f04,12584,412
BuiltIn_Array_Pop_03_UndoSystem.ahk,BuiltIn Array Pop 03 UndoSystem,Uncategorized,,,True,0,,d0c311776e5a7096,17722,637
BuiltIn_Array_Pop_04_Processing.ahk,BuiltIn Array Pop 04 Processing,Uncategorized,,,True,0,,4e049a5e4d63dca6,11873,403
BuiltIn_Array_Push_01_BasicUsage.ahk,BuiltIn Array Push 01 BasicUsage,Uncategorized,,,True,0,,8674cf72e2f6e529,11042,351
BuiltIn_Array_Push_02_ListBuilding.ahk,BuiltIn Array Push 02 ListBuilding,Uncategorized,,,True,0,,3241628f80524293,15008,497
BuiltIn_Array_Push_03_DataCollection.ahk,BuiltIn Array Push 03 DataCollection,Uncategorized,,,True,0,,3d4e6173989739ae,16800,603
BuiltIn_Array_Push_04_StackOperations.ahk,BuiltIn Array Push 04 StackOperations,Uncategorized,,,True,0,,f136e586507d63b4,14629,522
BuiltIn_Array_RemoveAt_01_BasicUsage.ahk,BuiltIn Array RemoveAt 01 BasicUsage,Uncategorized,,,True,0,,288cfc9e318bf856,7151,245
BuiltIn_Array_RemoveAt_02_Filtering.ahk,BuiltIn Array RemoveAt 02 Filtering,Uncategorized,,,True,0,,98f5a1bd6ae9377f,7230,253
BuiltIn_Array_RemoveAt_03_Cleanup.ahk,BuiltIn Array RemoveAt 03 Cleanup,Uncategorized,,,True,0,,75cf73f451a0cdab,7567,272
BuiltIn_Array_RemoveAt_04_Batch.ahk,BuiltIn Array RemoveAt 04 Batch,Uncategorized,,,True,0,,9d4970036c0331e9,7497,278
BuiltIn_Binary_01_FileHeaders.ahk,BuiltIn Binary 01 FileHeaders,Uncategorized,,,True,0,,9980c6a791e4be66,8200,252
BuiltIn_Binary_02_NetworkData.ahk,BuiltIn Binary 02 NetworkData,Uncategorized,,,True,0,,13d3653f5ac0f107,8550,272
BuiltIn_Binary_03_Serialization.ahk,BuiltIn Binary 03 Serialization,Uncategorized,,,True,0,,3b29caee6b11e08c,9511,339
BuiltIn_Binary_04_Interop.ahk,BuiltIn Binary 04 Interop,Uncategorized,,,True,0,,fed6fe9d721950df,5672,175
BuiltIn_BreakContinue_01.ahk,BuiltIn BreakContinue 01,Uncategorized,,,True,0,,84209bf554b4abf0,4249,183
BuiltIn_Buffer_01_BasicUsage.ahk,BuiltIn Buffer 01 BasicUsage,Uncategorized,,,True,0,,29acee0b44cc1838,17475,531
BuiltIn_Buffer_02_Memory.ahk,BuiltIn Buffer 02 Memory,Uncategorized,,,True,0,,1ded401fe2c67118,17763,547
BuiltIn_Buffer_03_Structures.ahk,BuiltIn Buffer 03 Structures,Uncategorized,,,True,0,,bf7854eeb29fb131,21363,613
BuiltIn_Buffer_04_Advanced.ahk,BuiltIn Buffer 04 Advanced,Uncategorized,,,True,0,,d477f3bac4ac6c08,23612,771
BuiltIn_COM_ComObjActive_01.ahk,BuiltIn COM ComObjActive 01,Uncategorized,,,True,0,,f28510a44fe7a9d5,3632,138
BuiltIn_COM_ComObjArray_01.ahk,BuiltIn COM ComObjArray 01,Uncategorized,,,True,0,,9572497c9469332d,3680,152
BuiltIn_COM_ComObjConnect_01.ahk,BuiltIn COM ComObjConnect 01,Uncategorized,,,True,0,,af1af3051e235f89,2810,119
BuiltIn_COM_ComObjGet_01.ahk,BuiltIn COM ComObjGet 01,Uncategorized,,,True,0,,e9edded5415b1e2d,2727,115
BuiltIn_COM_ComValue_01.ahk,BuiltIn COM ComValue 01,Uncategorized,,,True,0,,c63da071a70fde1a,2845,119
BuiltIn_COM_Excel_01_BasicUsage.ahk,BuiltIn COM Excel 01 BasicUsage,Uncategorized,,,True,0,,ba3e616cc42a2f9c,13253,404
BuiltIn_COM_Excel_02_Cells.ahk,BuiltIn COM Excel 02 Cells,Uncategorized,,,True,0,,72d83cbd60a66f7d,15585,479
BuiltIn_COM_Excel_03_Formulas.ahk,BuiltIn COM Excel 03 Formulas,Uncategorized,,,True,0,,1478c0c135cff1f8,19434,549
BuiltIn_COM_Excel_04_Formatting.ahk,BuiltIn COM Excel 04 Formatting,Uncategorized,,,True,0,,fba2c124df6c0246,22574,662
BuiltIn_COM_Excel_05_Charts.ahk,BuiltIn COM Excel 05 Charts,Uncategorized,,,True,0,,f6297a7379a317b7,18820,556
BuiltIn_COM_IE_01_BasicUsage.ahk,BuiltIn COM IE 01 BasicUsage,Uncategorized,,,True,0,,bad088e11e162bae,3660,157
BuiltIn_COM_IE_02_DOM.ahk,BuiltIn COM IE 02 DOM,Uncategorized,,,True,0,,86eb634280da43fe,3939,153
BuiltIn_COM_IE_03_Forms.ahk,BuiltIn COM IE 03 Forms,Uncategorized,,,True,0,,6b1bb79efe4e3e82,3951,151
BuiltIn_COM_IE_04_Tables.ahk,BuiltIn COM IE 04 Tables,Uncategorized,,,True,0,,a8bb9cc56ca54d7e,4186,153
BuiltIn_COM_IE_05_JavaScript.ahk,BuiltIn COM IE 05 JavaScript,Uncategorized,,,True,0,,0d915941eb148fee,4147,152
BuiltIn_COM_Outlook_01_BasicUsage.ahk,BuiltIn COM Outlook 01 BasicUsage,Uncategorized,,,True,0,,28747e8ee0e21719,7937,262
BuiltIn_COM_Outlook_02_Contacts.ahk,BuiltIn COM Outlook 02 Contacts,Uncategorized,,,True,0,,4db983c6fd1802f1,7452,252
BuiltIn_COM_Outlook_03_Calendar.ahk,BuiltIn COM Outlook 03 Calendar,Uncategorized,,,True,0,,f9cc69f65657a672,4917,192
BuiltIn_COM_Outlook_04_Tasks.ahk,BuiltIn COM Outlook 04 Tasks,Uncategorized,,,True,0,,9625b8f694219060,4866,193
BuiltIn_COM_Outlook_05_Folders.ahk,BuiltIn COM Outlook 05 Folders,Uncategorized,,,True,0,,fab7310b6e5b50be,4345,173
BuiltIn_COM_Shell_01_Files.ahk,BuiltIn COM Shell 01 Files,Uncategorized,,,True,0,,bbb2a0c48f32d5cb,3191,130
BuiltIn_COM_Shell_02_Registry.ahk,BuiltIn COM Shell 02 Registry,Uncategorized,,,True,0,,35d5f65b3ae24b8e,3260,124
BuiltIn_COM_Shell_03_Shortcuts.ahk,BuiltIn COM Shell 03 Shortcuts,Uncategorized,,,True,0,,a964385fffecf209,4000,144
BuiltIn_COM_WMI_01_Processes.ahk,BuiltIn COM WMI 01 Processes,Uncategorized,,,True,0,,e1343f60e39e85c1,4169,161
BuiltIn_COM_WMI_02_System.ahk,BuiltIn COM WMI 02 System,Uncategorized,,,True,0,,3e284c678ac174e7,4361,168
BuiltIn_COM_Word_01_BasicUsage.ahk,BuiltIn COM Word 01 BasicUsage,Uncategorized,,,True,0,,9d3dbbb5d6a6b351,13661,404
BuiltIn_COM_Word_02_Text.ahk,BuiltIn COM Word 02 Text,Uncategorized,,,True,0,,ca19fac9a2b8a885,15381,447
BuiltIn_COM_Word_03_Formatting.ahk,BuiltIn COM Word 03 Formatting,Uncategorized,,,True,0,,12f818d35571242b,21749,602
BuiltIn_COM_Word_04_Tables.ahk,BuiltIn COM Word 04 Tables,Uncategorized,,,True,0,,a17915fd50040852,7978,278
BuiltIn_COM_Word_05_MailMerge.ahk,BuiltIn COM Word 05 MailMerge,Uncategorized,,,True,0,,886baf4b2731e250,9256,310
BuiltIn_Ceil_01_BasicUsage.ahk,BuiltIn Ceil 01 BasicUsage,Uncategorized,,,True,0,,8daabba736f1c007,9887,332
